no,pk,add1,add2,lon,lat,sgg_code,bjd_code,total_area
9094,11530-1468,서울특별시 구로구 구로동 808-24번지,,126.8850724,37.48580787,11530,10200,22.14
9095,11530-19507,서울특별시 구로구 구로동 808-25번지,서울특별시 구로구 구로동로 77-5,126.8852742,37.4857678,11530,10200,22.15
9096,11530-7508,서울특별시 구로구 구로동 808-26번지,서울특별시 구로구 구로동로 77-3,126.8853871,37.4857779,11530,10200,22.14
9097,11530-17096,서울특별시 구로구 구로동 808-27번지,서울특별시 구로구 구로동로 77-1,126.8855116,37.48577,11530,10200,22.14
9098,11530-11324,서울특별시 구로구 구로동 808-28번지,,126.8855028,37.48571053,11530,10200,22.15
9099,11530-20104,서울특별시 구로구 구로동 808-29번지,서울특별시 구로구 구로동로 75-4,126.8853885,37.4856878,11530,10200,22.15
9100,11530-9922,서울특별시 구로구 구로동 808-2번지,서울특별시 구로구 구로동로 81-1,126.8853601,37.4860749,11530,10200,22.15
9101,11530-100225033,서울특별시 구로구 구로동 808-30번지,서울특별시 구로구 구로동로7길 18,126.8852533,37.4856505,11530,10200,436.09
9102,11530-16701,서울특별시 구로구 구로동 808-36번지,,126.8853361,37.48554222,11530,10200,371.67
9103,11530-100232193,서울특별시 구로구 구로동 808-38번지,서울특별시 구로구 구로동로 77,126.8855828,37.4855454,11530,10200,1874.22
9104,11530-7033,서울특별시 구로구 구로동 808-3번지,서울특별시 구로구 구로동로 81-6,126.8852356,37.4860828,11530,10200,22.15
9105,11530-18863,서울특별시 구로구 구로동 808-42번지,,126.8855879,37.48538305,11530,10200,93.71
9106,11530-23876,서울특별시 구로구 구로동 808-43번지,서울특별시 구로구 구로동로 73,126.8856995,37.4853033,11530,10200,699.63
9107,11530-13623,서울특별시 구로구 구로동 808-45번지,서울특별시 구로구 구로동로7길 28,126.8848974,37.4860165,11530,10200,36.78
9108,11530-17893,서울특별시 구로구 구로동 808-46번지,서울특별시 구로구 구로동로 81-7,126.8850445,37.4860089,11530,10200,45.52
9109,11530-20377,서울특별시 구로구 구로동 808-47번지,서울특별시 구로구 구로동로7길 26,126.884955,37.485945,11530,10200,180.51
9110,11530-11255,서울특별시 구로구 구로동 808-49번지,서울특별시 구로구 구로동로7길 20,126.8851272,37.4857664,11530,10200,198.71
9111,11530-23820,서울특별시 구로구 구로동 808-4번지,서울특별시 구로구 구로동로9길 3,126.8852348,37.4861368,11530,10200,22.15
9112,11530-20716,서울특별시 구로구 구로동 808-5번지,서울특별시 구로구 구로동로9길 5,126.8851103,37.4861447,11530,10200,85.26
9113,11530-8003,서울특별시 구로구 구로동 808-6번지,서울특별시 구로구 구로동로9길 7-1,126.8850999,37.4860815,11530,10200,22.15
9114,11530-10081,서울특별시 구로구 구로동 808-7번지,서울특별시 구로구 구로동로9길 7-2,126.884954,37.486008,11530,10200,47.02
9115,11530-5686,서울특별시 구로구 구로동 808-8번지,서울특별시 구로구 구로동로9길 7,126.8850086,37.4861437,11530,10200,16
9116,11530-17852,서울특별시 구로구 구로동 809-10번지,서울특별시 구로구 구로동로 87,126.8851853,37.4864247,11530,10200,22.15
9117,11530-19550,서울특별시 구로구 구로동 809-11번지,서울특별시 구로구 구로동로11길 1-11,126.8851183,37.48637,11530,10200,22.15
9118,11530-22526,서울특별시 구로구 구로동 809-13번지,서울특별시 구로구 구로동로9길 6,126.8851427,37.4862441,11530,10200,32.89
9119,11530-12200,서울특별시 구로구 구로동 809-15번지,서울특별시 구로구 구로동로9길 8,126.8850297,37.486243,11530,10200,22.15
9120,11530-19493,서울특별시 구로구 구로동 809-16번지,서울특별시 구로구 구로동로11길 1-12,126.8849834,37.4863147,11530,10200,147.96
9121,11530-15891,서울특별시 구로구 구로동 809-17번지,서울특별시 구로구 구로동로11길 1-10,126.8849939,37.4863688,11530,10200,61
9122,11530-11200,서울특별시 구로구 구로동 809-18번지,서울특별시 구로구 구로동로11길 1-8,126.8849817,37.4864318,11530,10200,22.15
9123,11530-5942,서울특별시 구로구 구로동 809-19번지,서울특별시 구로구 구로동로11길 1-6,126.8849468,37.4864945,11530,10200,22.15
9124,11530-12640,서울특별시 구로구 구로동 809-1번지,서울특별시 구로구 구로동로 89-1,126.8851025,37.4866672,11530,10200,2.88
9125,11530-12641,서울특별시 구로구 구로동 809-1번지,서울특별시 구로구 구로동로 89-1,126.8851025,37.4866672,11530,10200,43.36
9126,11530-6992,서울특별시 구로구 구로동 809-20번지,서울특별시 구로구 구로동로11길 1-4,126.8849347,37.4865485,11530,10200,136.5
9127,11530-6693,서울특별시 구로구 구로동 809-21번지,서울특별시 구로구 구로동로11길 5,126.8848543,37.4866288,11530,10200,753.94
9128,11530-5227,서울특별시 구로구 구로동 809-27번지,서울특별시 구로구 구로동로11길 5-5,126.8848008,37.4864301,11530,10200,46.08
9129,11530-13846,서울특별시 구로구 구로동 809-28번지,서울특별시 구로구 구로동로11길 5-7,126.8848017,37.486367,11530,10200,22.15
9130,11530-24929,서울특별시 구로구 구로동 809-2번지,,126.8850897,37.48659448,11530,10200,22.15
9131,11530-17072,서울특별시 구로구 구로동 809-30번지,서울특별시 구로구 구로동로11길 5-9,126.8848258,37.4862681,11530,10200,383.02
9132,11530-5625,서울특별시 구로구 구로동 809-32번지,서울특별시 구로구 구로동로11길 5-12,126.8846674,37.4862756,11530,10200,256.88
9133,11530-17514,서울특별시 구로구 구로동 809-34번지,서울특별시 구로구 구로동로11길 5-10,126.8846659,37.4863747,11530,10200,72.18
9134,11530-16349,서울특별시 구로구 구로동 809-35번지,서울특별시 구로구 구로동로11길 5-8,126.8846538,37.4864287,11530,10200,37.44
9135,11530-9097,서울특별시 구로구 구로동 809-36번지,서울특별시 구로구 구로동로11길 5-6,126.8846642,37.4864919,11530,10200,102.62
9136,11530-20080,서울특별시 구로구 구로동 809-37번지,서울특별시 구로구 구로동로11길 5-4,126.8846745,37.486555,11530,10200,75
9137,11530-21267,서울특별시 구로구 구로동 809-38번지,서울특별시 구로구 구로동로11길 5-2,126.8846736,37.4866181,11530,10200,75
9138,11530-6022,서울특별시 구로구 구로동 809-39번지,서울특별시 구로구 구로동로11길 9,126.8846615,37.4866721,11530,10200,41.32
9139,11530-9080,서울특별시 구로구 구로동 809-3번지,,126.88511,37.48652913,11530,10200,89.03
9140,11530-14104,서울특별시 구로구 구로동 809-41번지,서울특별시 구로구 구로동로11길 11,126.8845258,37.4866708,11530,10200,22.15
9141,11530-16436,서울특별시 구로구 구로동 809-42번지,서울특별시 구로구 구로동로11길 9-2,126.8845379,37.4866168,11530,10200,34.24
9142,11530-13726,서울특별시 구로구 구로동 809-43번지,서울특별시 구로구 구로동로11길 11-3,126.8845277,37.4865446,11530,10200,52
9143,11530-5691,서울특별시 구로구 구로동 809-44번지,서울특별시 구로구 구로동로11길 11-5,126.8845285,37.4864906,11530,10200,43.25
9144,11530-14919,서울특별시 구로구 구로동 809-45번지,서울특별시 구로구 구로동로11길 9-8,126.8845294,37.4864275,11530,10200,22.15
9145,11530-100249667,서울특별시 구로구 구로동 809-46번지,서울특별시 구로구 구로동로11길 11-9,126.8845308,37.4863374,11530,10200,151.83
9146,11530-9536,서울특별시 구로구 구로동 809-4번지,서울특별시 구로구 구로동로 87-2,126.8851503,37.4864965,11530,10200,253.47
9147,11530-18251,서울특별시 구로구 구로동 809-50번지,서울특별시 구로구 구로동로7길 40,126.8844045,37.4864624,11530,10200,170.28
9148,11530-10207,서울특별시 구로구 구로동 809-51번지,서울특별시 구로구 구로동로13길 9-17,126.884392,37.4865434,11530,10200,46.18
9149,11530-22618,서울특별시 구로구 구로동 809-52번지,서울특별시 구로구 구로동로13길 9-15,126.8844024,37.4866065,11530,10200,22.15
9150,11530-21129,서울특별시 구로구 구로동 809-53번지,서울특별시 구로구 구로동로11길 13,126.8844014,37.4866696,11530,10200,35.88
9151,11530-24740,서울특별시 구로구 구로동 809-54번지,서울특별시 구로구 구로동로9길 10,126.8849617,37.4862514,11530,10200,113.88
9152,11530-17108,서울특별시 구로구 구로동 809-56번지,서울특별시 구로구 구로동로11길 5-3,126.8847881,37.4865201,11530,10200,254.16
9153,11530-20491,서울특별시 구로구 구로동 809-5번지,서울특별시 구로구 구로동로 87,126.8851853,37.4864247,11530,10200,22.15
9154,11530-8274,서울특별시 구로구 구로동 809-6번지,서울특별시 구로구 구로동로 85-1,126.8852651,37.4863804,11530,10200,248.39
9155,11530-13089,서울특별시 구로구 구로동 809-7번지,서울특별시 구로구 구로동로 85,126.8852775,37.4863084,11530,10200,22.15
9156,11530-21939,서울특별시 구로구 구로동 809-8번지,서울특별시 구로구 구로동로 83-1,126.8853009,37.4862546,11530,10200,153
9157,11530-100200060,서울특별시 구로구 구로동 80번지,서울특별시 구로구 구로동로 148,126.8850254,37.4918565,11530,10200,67.75
9158,11530-5576,서울특별시 구로구 구로동 80번지,서울특별시 구로구 구로동로 148,126.8850254,37.4918565,11530,10200,89532.12
9159,11530-5574,서울특별시 구로구 구로동 80번지,서울특별시 구로구 구로동로 148,126.8850254,37.4918565,11530,10200,4376.27
9160,11530-5573,서울특별시 구로구 구로동 80번지,서울특별시 구로구 구로동로 148,126.8850254,37.4918565,11530,10200,1865.08
9161,11530-100263528,서울특별시 구로구 구로동 81-1번지,서울특별시 구로구 가마산로 232,126.8867607,37.4937921,11530,10200,16525.78
9162,11530-100262887,서울특별시 구로구 구로동 81-4번지,서울특별시 구로구 가마산로 228,126.8863554,37.4936711,11530,10200,83.38
9163,11530-18333,서울특별시 구로구 구로동 810번지,서울특별시 구로구 디지털로32나길 17-45,126.8995414,37.4851717,11530,10200,2489.12
9164,11530-7017,서울특별시 구로구 구로동 811번지,서울특별시 구로구 디지털로34길 55,126.8992733,37.4841781,11530,10200,93431.55
9165,11530-24420,서울특별시 구로구 구로동 812번지,서울특별시 구로구 디지털로34길 56,126.8984698,37.4842246,11530,10200,886.7
9166,11530-3025,서울특별시 구로구 구로동 817번지,서울특별시 구로구 디지털로32길 55,126.8983269,37.483944,11530,10200,5903.66
9167,11530-8636,서울특별시 구로구 구로동 819번지,서울특별시 구로구 디지털로26길 144,126.8984725,37.4832695,11530,10200,781.21
9168,11530-12307,서울특별시 구로구 구로동 81번지,서울특별시 구로구 가마산로 226,126.8861878,37.4935344,11530,10200,6609.9
9169,11530-14332,서울특별시 구로구 구로동 82-10번지,서울특별시 구로구 가마산로22길 14,126.8875867,37.4937638,11530,10200,253.52
9170,11530-20331,서울특별시 구로구 구로동 82-1번지,서울특별시 구로구 가마산로 232-5,126.8871884,37.4939312,11530,10200,224.52
9171,11530-5680,서울특별시 구로구 구로동 82-2번지,서울특별시 구로구 가마산로22길 8-4,126.8872781,37.4939861,11530,10200,196.02
9172,11530-22432,서울특별시 구로구 구로동 82-3번지,서울특별시 구로구 가마산로22길 8-2,126.8873791,37.4940321,11530,10200,207.94
9173,11530-10810,서울특별시 구로구 구로동 82-4번지,서울특별시 구로구 가마산로22길 10,126.8874599,37.4939248,11530,10200,266.46
9174,11530-8868,서울특별시 구로구 구로동 82-5번지,서울특별시 구로구 가마산로22길 8-3,126.8873365,37.4938605,11530,10200,173.88
9175,11530-23768,서울특별시 구로구 구로동 82-6번지,서울특별시 구로구 가마산로 232-9,126.8872693,37.4938149,11530,10200,168.36
9176,11530-14327,서울특별시 구로구 구로동 82-7번지,서울특별시 구로구 가마산로 232-11,126.8873385,37.4937254,11530,10200,167.19
9177,11530-5931,서울특별시 구로구 구로동 82-8번지,서울특별시 구로구 가마산로20가길 27,126.8874169,37.4937712,11530,10200,211.38
9178,11530-9179,서울특별시 구로구 구로동 82-9번지,서울특별시 구로구 가마산로22길 12,126.8875291,37.4938353,11530,10200,172.08
9179,11530-17769,서울특별시 구로구 구로동 826-1번지,서울특별시 구로구 디지털로26길 110,126.8979861,37.4825171,11530,10200,4876.29
9180,11530-9696,서울특별시 구로구 구로동 826번지,서울특별시 구로구 디지털로26길 110,126.8979861,37.4825171,11530,10200,9176.52
9181,11530-8822,서울특별시 구로구 구로동 82번지,서울특별시 구로구 가마산로 236,126.8871631,37.4941112,11530,10200,2892.51
9182,11530-24793,서울특별시 구로구 구로동 83-10번지,서울특별시 구로구 구로중앙로19길 24,126.8878395,37.4942527,11530,10200,345.6
9183,11530-22437,서울특별시 구로구 구로동 83-11번지,서울특별시 구로구 구로중앙로19길 28,126.8876936,37.4941793,11530,10200,458.68
9184,11530-16269,서울특별시 구로구 구로동 83-12번지,서울특별시 구로구 가마산로22길 5,126.8875702,37.494115,11530,10200,449.14
9185,11530-6080,서울특별시 구로구 구로동 83-2번지,서울특별시 구로구 가마산로 244,126.8880381,37.494588,11530,10200,1751.91
9186,11530-9565,서울특별시 구로구 구로동 83-4번지,서울특별시 구로구 가마산로 250,126.8886904,37.4948284,11530,10200,4228.46
9187,11530-24378,서울특별시 구로구 구로동 83-7번지,서울특별시 구로구 구로중앙로19길 16,126.8882323,37.4944547,11530,10200,331.2
9188,11530-8651,서울특별시 구로구 구로동 83-8번지,서울특별시 구로구 구로중앙로19길 20,126.8880976,37.4943903,11530,10200,333.72
9189,11530-22674,서울특별시 구로구 구로동 83-9번지,서울특별시 구로구 구로중앙로19길 22,126.887963,37.494317,11530,10200,375.57
9190,11530-100229195,서울특별시 구로구 구로동 830-1번지,서울특별시 구로구 디지털로26길 98,126.897344,37.4815831,11530,10200,1721.54
9191,11530-100230192,서울특별시 구로구 구로동 830번지,서울특별시 구로구 디지털로26길 90,126.8968754,37.4811552,11530,10200,2297.47
9192,11530-100230154,서울특별시 구로구 구로동 830번지,서울특별시 구로구 디지털로26길 90,126.8968754,37.4811552,11530,10200,2282.18
9193,11530-100261707,서울특별시 구로구 구로동 832번지,서울특별시 구로구 디지털로26길 38,126.8953231,37.4798432,11530,10200,172976.12
9194,11530-1471,서울특별시 구로구 구로동 835번지,서울특별시 구로구 디지털로32가길 86-11,126.8960286,37.4803093,11530,10200,451.38
9195,11530-1470,서울특별시 구로구 구로동 835번지,서울특별시 구로구 디지털로32가길 86-11,126.8960286,37.4803093,11530,10200,173.7
9196,11530-16299,서울특별시 구로구 구로동 83번지,서울특별시 구로구 가마산로 242,126.8877358,37.4943869,11530,10200,5808.51
9197,11530-21849,서울특별시 구로구 구로동 84-10번지,서울특별시 구로구 구로중앙로19길 25-3,126.88799,37.4940199,11530,10200,105
9198,11530-6643,서울특별시 구로구 구로동 84-11번지,서울특별시 구로구 구로중앙로19길 25-4,126.8878325,37.4939643,11530,10200,162.39
9199,11530-7810,서울특별시 구로구 구로동 84-12번지,서울특별시 구로구 구로중앙로19길 25-6,126.88789,37.4939018,11530,10200,142.2
9200,11530-16479,서울특별시 구로구 구로동 84-14번지,서울특별시 구로구 가마산로22길 13,126.8877891,37.4938378,11530,10200,169.86
9201,11530-14603,서울특별시 구로구 구로동 84-15번지,서울특별시 구로구 가마산로22길 11,126.8877202,37.4939092,11530,10200,149.1
9202,11530-8334,서울특별시 구로구 구로동 84-1번지,서울특별시 구로구 구로중앙로19길 27,126.8877636,37.4940358,11530,10200,213.4
9203,11530-20606,서울특별시 구로구 구로동 84-2번지,서울특별시 구로구 구로중앙로19길 25,126.8879208,37.4941093,11530,10200,210.76
9204,11530-5063,서울특별시 구로구 구로동 84-3번지,서울특별시 구로구 구로중앙로19길 23,126.8880103,37.4941732,11530,10200,226.72
9205,11530-12547,서울특별시 구로구 구로동 84-4번지,서울특별시 구로구 구로중앙로19길 19-4,126.8880566,37.4941016,11530,10200,157.95
9206,11530-18953,서울특별시 구로구 구로동 84-5번지,서울특별시 구로구 구로중앙로19길 19-6,126.8881254,37.4940392,11530,10200,157.62
9207,11530-18120,서울특별시 구로구 구로동 84-6번지,서울특별시 구로구 구로중앙로19길 19-8,126.888183,37.4939676,11530,10200,154.98
9208,11530-12295,서울특별시 구로구 구로동 84-7번지,서울특별시 구로구 구로중앙로19길 19-10,126.8882292,37.493905,11530,10200,215.47
9209,11530-24446,서울특별시 구로구 구로동 84-8번지,서울특별시 구로구 가마산로20가길 39,126.8881281,37.493859,11530,10200,149.61
9210,11530-16746,서울특별시 구로구 구로동 84-9번지,서울특별시 구로구 구로중앙로19길 25-5,126.888059,37.4939394,11530,10200,153.6
9211,11530-14303,서울특별시 구로구 구로동 84번지,서울특별시 구로구 가마산로22길 9,126.8876513,37.4939806,11530,10200,220.16
9212,11530-10169,서울특별시 구로구 구로동 85-12번지,서울특별시 구로구 구로중앙로15길 12,126.889032,37.4939125,11530,10200,173.88
9213,11530-8678,서울특별시 구로구 구로동 85-13번지,서울특별시 구로구 구로중앙로15길 14,126.8889087,37.4938393,11530,10200,175.78
9214,11530-17106,서울특별시 구로구 구로동 85-14번지,서울특별시 구로구 구로중앙로19나길 15,126.8888512,37.4939018,11530,10200,174.3
9215,11530-15634,서울특별시 구로구 구로동 85-15번지,서울특별시 구로구 구로중앙로19나길 13,126.8887937,37.4939644,11530,10200,168.99
9216,11530-6182,서울특별시 구로구 구로동 85-16번지,서울특별시 구로구 구로중앙로19나길 11,126.8887476,37.494027,11530,10200,168.54
9217,11530-9148,서울특별시 구로구 구로동 85-17번지,서울특별시 구로구 구로중앙로19나길 9,126.8887014,37.4940896,11530,10200,168.99
9218,11530-100258667,서울특별시 구로구 구로동 85-18번지,서울특별시 구로구 구로중앙로19나길 7,126.8886097,37.4941699,11530,10200,634.72
9219,11530-8180,서울특별시 구로구 구로동 85-1번지,서울특별시 구로구 구로중앙로19길 17,126.8882684,37.4943108,11530,10200,198.6
9220,11530-9004,서울특별시 구로구 구로동 85-21번지,서울특별시 구로구 구로중앙로19나길 3,126.8884943,37.494331,11530,10200,168.54
9221,11530-10500,서울특별시 구로구 구로동 85-22번지,서울특별시 구로구 구로중앙로19나길 4,126.8883374,37.4942304,11530,10200,147.9
9222,11530-8998,서울특별시 구로구 구로동 85-23번지,서울특별시 구로구 구로중앙로19나길 6,126.888395,37.4941588,11530,10200,166
9223,11530-21949,서울특별시 구로구 구로동 85-24번지,서울특별시 구로구 구로중앙로19나길 8,126.8884641,37.4940784,11530,10200,165
9224,11530-4601,서울특별시 구로구 구로동 85-25번지,서울특별시 구로구 구로중앙로19나길 10,126.8885217,37.4940069,11530,10200,166
9225,11530-23861,서울특별시 구로구 구로동 85-26번지,서울특별시 구로구 구로중앙로19나길 12,126.8885791,37.4939443,11530,10200,144.5
9226,11530-10239,서울특별시 구로구 구로동 85-27번지,서울특별시 구로구 구로중앙로19길 19-9,126.8884322,37.4939429,11530,10200,198.39
9227,11530-12049,서울특별시 구로구 구로동 85-28번지,서울특별시 구로구 구로중앙로19길 19-7,126.8883631,37.4940234,11530,10200,148.2
9228,11530-22519,서울특별시 구로구 구로동 85-29번지,서울특별시 구로구 구로중앙로19길 19-5,126.8883054,37.4941039,11530,10200,148.11
9229,11530-6057,서울특별시 구로구 구로동 85-2번지,서울특별시 구로구 구로중앙로19길 13,126.8884368,37.4943935,11530,10200,331.69
9230,11530-11143,서울특별시 구로구 구로동 85-30번지,서울특별시 구로구 구로중앙로19길 19-3,126.8882363,37.4941844,11530,10200,149.94
9231,11530-9585,서울특별시 구로구 구로동 85-3번지,서울특별시 구로구 구로중앙로19길 11,126.8885714,37.4944669,11530,10200,177.51
9232,11530-100227833,서울특별시 구로구 구로동 85-4번지,서울특별시 구로구 구로중앙로19가길 6,126.8886871,37.4942877,11530,10200,656.8
9233,11530-100231215,서울특별시 구로구 구로동 85-7번지,서울특별시 구로구 구로중앙로19가길 10,126.8888145,37.4940907,11530,10200,631.6
9234,11530-100231231,서울특별시 구로구 구로동 85-7번지,서울특별시 구로구 구로중앙로19가길 14,126.8889516,37.4939929,11530,10200,492.17
9235,11530-100191439,서울특별시 구로구 구로동 851번지,서울특별시 구로구 디지털로 242,126.8926856,37.4808187,11530,10200,53853
9236,11530-1472,서울특별시 구로구 구로동 855번지,서울특별시 구로구 디지털로26길 30,126.8937798,37.4802252,11530,10200,2049.79
9237,11530-1473,서울특별시 구로구 구로동 855번지,서울특별시 구로구 디지털로26길 30,126.8937798,37.4802252,11530,10200,1439.96
9238,11530-14412,서울특별시 구로구 구로동 85번지,서울특별시 구로구 구로중앙로19길 19,126.8881787,37.4942559,11530,10200,191.68
9239,11530-100225793,서울특별시 구로구 구로동 86-10번지,서울특별시 구로구 구로중앙로19가길 7,126.8889352,37.4943351,11530,10200,337.05
9240,11530-20294,서울특별시 구로구 구로동 86-1번지,서울특별시 구로구 구로중앙로 57,126.8889883,37.4945699,11530,10200,1444.62
9241,11530-6044,서울특별시 구로구 구로동 86-3번지,서울특별시 구로구 구로중앙로 55,126.8891149,37.4944179,11530,10200,599.2
9242,11530-23077,서울특별시 구로구 구로동 86-4번지,서울특별시 구로구 구로중앙로 53,126.8892182,37.4943198,11530,10200,625.74
9243,11530-24587,서울특별시 구로구 구로동 86-5번지,서울특별시 구로구 구로중앙로 51,126.8893559,37.4941859,11530,10200,2110.44
9244,11530-6889,서울특별시 구로구 구로동 86-7번지,서울특별시 구로구 구로중앙로15길 8,126.8892114,37.4940134,11530,10200,384.19
9245,11530-100216832,서울특별시 구로구 구로동 86-8번지,서울특별시 구로구 구로중앙로19가길 13,126.8891195,37.4941116,11530,10200,418.9
9246,11530-12375,서울특별시 구로구 구로동 86-9번지,서울특별시 구로구 구로중앙로19가길 9,126.8890273,37.4942279,11530,10200,352.8
9247,11530-16569,서울특별시 구로구 구로동 86번지,서울특별시 구로구 구로중앙로19길 5,126.8887626,37.4945407,11530,10200,369.49
9248,11530-4848,서울특별시 구로구 구로동 87-10번지,서울특별시 구로구 구로중앙로19가길 25-1,126.8895563,37.4936291,11530,10200,176.58
9249,11530-9875,서울특별시 구로구 구로동 87-11번지,서울특별시 구로구 구로중앙로19가길 25,126.8895101,37.4937008,11530,10200,177.93
9250,11530-12698,서울특별시 구로구 구로동 87-12번지,서울특별시 구로구 구로중앙로19가길 23,126.8894413,37.4937632,11530,10200,178.38
9251,11530-9323,서울특별시 구로구 구로동 87-13번지,서울특별시 구로구 구로중앙로19가길 21,126.8893837,37.4938348,11530,10200,177.93
9252,11530-3518,서울특별시 구로구 구로동 87-1번지,서울특별시 구로구 구로중앙로 47,126.889609,37.4938909,11530,10200,410.68
9253,11530-3520,서울특별시 구로구 구로동 87-1번지,서울특별시 구로구 구로중앙로 43,126.8898398,37.4935777,11530,10200,480.77
9254,11530-3519,서울특별시 구로구 구로동 87-1번지,서울특별시 구로구 구로중앙로19나길 49,126.8901057,37.4931838,11530,10200,81.43
9255,11530-3517,서울특별시 구로구 구로동 87-1번지,서울특별시 구로구 구로중앙로 43,126.8898398,37.4935777,11530,10200,1.2
9256,11530-24923,서울특별시 구로구 구로동 87-3번지,서울특별시 구로구 구로중앙로19나길 47,126.8899594,37.4931374,11530,10200,199.26
9257,11530-22208,서울특별시 구로구 구로동 87-4번지,서울특별시 구로구 구로중앙로19가길 37,126.889902,37.4931999,11530,10200,175.86
9258,11530-21475,서울특별시 구로구 구로동 87-5번지,서울특별시 구로구 구로중앙로19가길 35,126.8898444,37.4932714,11530,10200,175.26
9259,11530-3522,서울특별시 구로구 구로동 87-6번지,서울특별시 구로구 구로중앙로19가길 33,126.8897981,37.4933431,11530,10200,177.39
9260,11530-17016,서울특별시 구로구 구로동 87-7번지,서울특별시 구로구 구로중앙로19가길 31,126.889729,37.4934235,11530,10200,177.3
9261,11530-5857,서울특별시 구로구 구로동 87-8번지,서울특별시 구로구 구로중앙로19가길 29,126.8896829,37.4934862,11530,10200,174.5
9262,11530-20387,서울특별시 구로구 구로동 87-9번지,서울특별시 구로구 구로중앙로19가길 27,126.8896253,37.4935577,11530,10200,175.14
9263,11530-12362,서울특별시 구로구 구로동 87번지,서울특별시 구로구 구로중앙로15길 5,126.8893261,37.4939063,11530,10200,229.72
9264,11530-100226093,서울특별시 구로구 구로동 88-10번지,서울특별시 구로구 구로중앙로19가길 36,126.889665,37.4931616,11530,10200,676.57
9265,11530-21124,서울특별시 구로구 구로동 88-13번지,서울특별시 구로구 구로중앙로19나길 43,126.8897683,37.4930635,11530,10200,178.74
9266,11530-23121,서울특별시 구로구 구로동 88-14번지,서울특별시 구로구 구로중앙로19나길 41,126.8896104,37.493035,11530,10200,212.1
9267,11530-100228553,서울특별시 구로구 구로동 88-15번지,서울특별시 구로구 구로중앙로19나길 35,126.8895302,37.4931063,11530,10200,533.03
9268,11530-100237053,서울특별시 구로구 구로동 88-17번지,서울특별시 구로구 구로중앙로19나길 31,126.8894263,37.4932495,11530,10200,659.18
9269,11530-14503,서울특별시 구로구 구로동 88-1번지,서울특별시 구로구 구로중앙로15길 9,126.8891466,37.4938055,11530,10200,178.59
9270,11530-100233393,서울특별시 구로구 구로동 88-20번지,서울특별시 구로구 구로중앙로19나길 25,126.8892424,37.493446,11530,10200,659.51
9271,11530-9614,서울특별시 구로구 구로동 88-2번지,서울특별시 구로구 구로중앙로19가길 22,126.8891929,37.4937339,11530,10200,187.44
9272,11530-100240253,서울특별시 구로구 구로동 88-30번지,서울특별시 구로구 구로중앙로19나길 26,126.8890734,37.4934084,11530,10200,48.95
9273,11530-16054,서울특별시 구로구 구로동 88-31번지,서울특별시 구로구 구로중앙로19나길 28,126.8891085,37.4933276,11530,10200,131.31
9274,11530-10748,서울특별시 구로구 구로동 88-32번지,서울특별시 구로구 구로중앙로19나길 30,126.8891444,37.4931928,11530,10200,542.7
9275,11530-24784,서울특별시 구로구 구로동 88-3번지,서울특별시 구로구 구로중앙로19가길 24,126.8892616,37.4936804,11530,10200,180.57
9276,11530-100225013,서울특별시 구로구 구로동 88-4번지,서울특별시 구로구 구로중앙로19가길 26,126.8893544,37.4935191,11530,10200,686.85
9277,11530-100228473,서울특별시 구로구 구로동 88-8번지,서울특별시 구로구 구로중앙로19가길 32,126.8895038,37.4933583,11530,10200,610.52
9278,11530-100233993,서울특별시 구로구 구로동 88번지,서울특별시 구로구 구로중앙로15길 11,126.8890352,37.4936963,11530,10200,659.31
9279,11530-100183940,서울특별시 구로구 구로동 90-1번지,서울특별시 구로구 가마산로26길 34,126.891563,37.4948193,11530,10200,349.79
9280,11530-17778,서울특별시 구로구 구로동 907번지,,126.8932082,37.48047264,11530,10200,136.79
9281,11530-16389,서울특별시 구로구 구로동 90번지,서울특별시 구로구 구로중앙로 48,126.8909093,37.494669,11530,10200,1967.71
9282,11530-16390,서울특별시 구로구 구로동 90번지,서울특별시 구로구 구로중앙로 48,126.8909093,37.494669,11530,10200,11829.03
9283,11530-100222813,서울특별시 구로구 구로동 91-31번지,서울특별시 구로구 구로중앙로14길 61,126.8936799,37.494668,11530,10200,288.53
9284,11530-100211312,서울특별시 구로구 구로동 92번지,서울특별시 구로구 도림천로 336-1,126.8934391,37.494891,11530,10200,1966.48
9285,11530-24681,서울특별시 구로구 구로동 93번지,서울특별시 구로구 구로중앙로14길 43,126.8923729,37.4951063,11530,10200,3008.15
9286,11530-24682,서울특별시 구로구 구로동 93번지,서울특별시 구로구 구로중앙로14길 43,126.8923729,37.4951063,11530,10200,9757.19
9287,11530-8865,서울특별시 구로구 구로동 94-10번지,서울특별시 구로구 가마산로26길 23,126.8914991,37.4953143,11530,10200,369.49
9288,11530-22471,서울특별시 구로구 구로동 94-11번지,서울특별시 구로구 가마산로26길 25,126.8915908,37.4952341,11530,10200,221.1
9289,11530-5874,서울특별시 구로구 구로동 94-16번지,,126.891688,37.4945209,11530,10200,83.93
9290,11530-19478,서울특별시 구로구 구로동 94-17번지,,126.891688,37.4945209,11530,10200,63.51
9291,11530-14082,서울특별시 구로구 구로동 94-1번지,서울특별시 구로구 가마산로26길 27,126.8918193,37.495074,11530,10200,2821.8
9292,11530-9378,서울특별시 구로구 구로동 94-1번지,서울특별시 구로구 가마산로26길 27,126.8918193,37.495074,11530,10200,274.38
